Number_of_Gates,Maximum_Path_Delay,Slack,Operating_Frequency,Fanout,Timing_Violation
19782,1.3089260815520718,-1.2333239418188504,955.6702418914045,1,1
577,14.755297811584542,-13.810220176616525,467.82960604384056,8,1
8077,2.205849946891525,-0.10976924042263764,520.0148402477778,3,1
17484,12.401414909762659,-5.372933100074546,147.4388108680951,2,1
14560,4.924686535719775,3.5807285169544256,133.80960658958253,4,0
17949,2.8505152085542047,-1.4300201140316426,745.4633023420819,3,1
19020,7.157978955993689,-5.036616141662477,584.2851977090002,1,1
11035,10.01539211226659,-8.320484895364924,557.8353857946399,3,1
10010,6.333325830328651,-3.0480681870491733,318.8120773804018,2,1
7443,1.7639157159577854,0.3679492375243957,770.27565846693,8,0
12454,9.392455955222033,-6.476932055319219,251.4129211976427,6,1
8304,13.633645865549447,-9.736000963900091,270.941269294918,9,1
7065,6.365015123261523,-3.3541195005947992,514.6409542134479,8,1
6484,4.028658886831579,-1.0916268046184223,357.6518759007468,3,1
5170,7.196082843059416,-3.272103135038997,322.7166831098317,5,1
19074,1.6770779546829322,-0.5226380334176683,680.7138800979985,7,1
9684,12.486826182723847,-11.044857400669901,685.8745706966901,5,1
19596,12.568771353302614,-11.364452733731284,842.0653628199364,8,1
2692,9.232006488014799,-8.239686738004767,475.9377102756783,5,1
1748,5.943440445137453,-0.4953142633184996,165.77658192353522,1,1
11746,12.196967102240967,-9.857732876905768,346.2997464293119,5,1
13290,8.76561834703714,-7.336260467876398,982.0049168771352,4,1
18881,12.563052319700226,-10.556211380764529,636.6327177094319,6,1
4187,9.840423096162288,-8.324791482412591,738.7633763209183,3,1
4518,11.981676624979162,-2.190701855355952,106.62204666287309,5,1
11802,9.37988190504864,-7.696373625745373,566.3851589642688,2,1
2470,6.797974955019327,1.2781849092863529,133.77579177862282,6,0
8889,14.411242038965925,-12.773680651085913,612.3071908823032,6,1
18086,8.575593548303827,-7.469880309899424,928.6937646724679,5,1
15874,9.471253259567538,-8.574795305885344,971.577217450367,6,1
6288,4.08682695180649,-2.0395643392242957,586.4974078500318,7,1
5908,9.75911105198187,-8.018050443107251,512.3843247269944,5,1
9946,9.002507092761213,-7.462230579091434,950.5153848236446,1,1
1422,3.5877375712583492,-2.737880630077142,706.2488487970256,8,1
919,1.834219362944012,3.929081131559864,158.40935158456853,4,0
19088,9.461030476006796,-7.191102742238544,519.1530199007477,9,1
11289,11.691691770904487,-8.573613722376036,316.2205166178735,6,1
1620,8.327619192908115,-6.641874948481573,522.8238893038134,1,1
11760,4.17481675447504,-1.7686921632995163,509.91901480572557,3,1
17834,10.331307673702488,-9.032195311712082,623.9303225332678,3,1
2836,2.121480172534431,0.15318903021056812,421.0934413143261,4,0
5873,7.185671867227365,-2.4512521164411565,247.84340451033526,6,1
2743,3.2871346175778826,-0.7103807682748609,553.3474911309606,7,1
19529,3.582426714838367,-1.6158445319270935,847.1825959111859,4,1
5112,3.832115288214851,-2.539714552314109,697.611005260842,6,1
14446,6.413898798615691,-3.326549393210719,404.5310793326943,1,1
18749,1.7161028786855668,-1.1289751702174877,941.9707204829715,8,1
11604,6.569108173007375,-5.936767735105927,920.9868141242639,7,1
13929,8.163904259605811,-5.871888822180407,288.41355944568886,9,1
6871,7.766119989528553,0.45170476269234994,135.47582660832668,3,0
6859,6.358977405642568,-5.487488591485221,767.1778375156861,2,1
8363,12.748052512990535,-11.627675664752662,844.849235214238,1,1
3728,3.0345736938870576,-2.45995258545779,971.0781093562198,3,1
14882,8.079754412939236,-6.622112464644335,900.8527546794796,5,1
19255,1.8685798373917601,-0.49507081256993596,640.4812913857734,2,1
3391,1.9961795042907364,-0.9156271724221916,577.0471052911428,3,1
4256,9.034121895479348,-0.8169335065217753,125.05694613632767,4,1
16270,8.924257948429492,-6.53544418587954,321.99080216030006,7,1
16978,13.292469179822398,-11.764333492752908,513.6532765596338,3,1
3174,8.810231459241024,-8.361392944559128,665.653510075211,9,1
7398,14.437074285667903,-13.48661660679856,601.5266499865696,8,1
10647,1.6817278775990168,-0.29101101245657524,768.3723907135214,4,1
1293,2.372107586930375,-0.511772564298661,351.79023779833676,1,1
2616,1.6169220619853395,-0.7139943484286428,608.4573468872259,1,1
6279,3.5938759046695603,1.981313063391213,179.32801905171291,1,0
12798,8.577781553183494,-6.732282061935986,472.29897122488626,1,1
14653,10.038010539983992,-7.751910594747317,775.1447496591409,8,1
11611,1.6381922112813632,0.6598556103822887,724.0607680861397,3,0
11289,14.24359245783839,-13.669060628043905,991.5784634549611,6,1
11897,12.790315273105335,-9.655436126467885,350.10201338898037,3,1
13499,5.152574750199304,-2.954348434961023,548.3703692565812,5,1
1314,2.0806254231705514,0.14221118720849674,396.57737239659707,7,0
17229,3.378419025066802,-2.112264720479205,496.54280265325724,2,1
11041,2.7772217925696174,-1.6356015744704955,871.2551168824493,6,1
2943,2.7259729101852557,-1.4153343750138025,715.7881676696379,6,1
10957,8.259863641320276,-7.359424178546399,894.1970722128235,3,1
10880,4.441864194907604,-0.6891334736607564,283.1599974986978,6,1
8283,6.013956031408022,-5.260684517466599,886.0250060572941,5,1
11973,14.853074667380515,-8.926532924233207,153.786046760546,2,1
17868,10.580399484954826,-9.414425008280922,899.7393523934372,9,1
15828,14.285729338658019,-11.568552447288486,396.1664015146551,8,1
1327,2.9957917704636183,-0.9740264152803061,383.1288700726598,3,1
7647,6.34995264765597,-4.10299388304736,560.8797190287976,8,1
4951,8.766245245952959,-8.595097015604395,946.6211689509086,9,1
15843,2.0746128664423322,4.629179534211592,143.00322821326483,3,0
14135,1.0586242107914101,1.2104077544836147,417.0078775636708,3,0
6459,10.386080673156846,-9.55597457326643,870.9147898150021,2,1
626,9.985473235220095,-8.077178352540516,456.4490296919201,8,1
9295,6.751043339994565,-2.2343727562916023,279.2412078373603,1,1
12141,7.855017064448457,-6.207124273913482,482.3147631982706,8,1
7696,6.816202008289254,-3.3584409252194485,446.99725134250235,7,1
12059,1.336070627828444,-0.03510923695806456,923.8745813200331,7,1
3868,5.695202487044474,-4.3764908167677135,785.7409381687874,3,1
4297,3.4791515755620575,-1.4379430697285398,554.6040001696058,1,1
15614,2.377938647419162,-0.10239757672626015,989.533510049414,4,1
14218,14.394086074450897,-12.963170908626642,518.749778148331,9,1
2292,9.391036150590319,-3.390170098669953,152.4140477382477,5,1
11553,11.201187979312436,-8.602845878218744,336.0468896334864,1,1
3976,5.415092405725645,-3.368413208164596,492.46343219738134,5,1
3917,6.504059812916212,-3.22122086592487,241.21236173150808,8,1
2145,4.316935914554128,-3.256237579861992,952.8086136916387,8,1
15255,2.3575193935159464,-0.24518577873052838,790.1640080359958,5,1
19914,3.5064429241821733,-0.5021254809479366,341.45848038499537,9,1
19756,12.165196634150801,-10.728569786577154,631.7240801661243,1,1
3572,10.485641272572861,-9.460150110886687,749.3042413986149,4,1
2354,8.657004263796676,-7.151950590503694,947.1510360161182,3,1
5162,7.651258220134753,-6.94494512011282,893.4718142578696,2,1
7014,13.914079971185743,-11.216803788676694,563.6730035243922,8,1
3208,2.0182892689013574,0.2028008639725939,797.1873578137158,7,0
12194,4.928411385330824,-3.1496810927495247,605.9302784448265,9,1
10024,5.899129949989996,-4.231061037598323,597.4335010409861,2,1
6956,11.95396137097903,-6.5190122036782965,203.2677625043727,4,1
4712,14.895204682267599,-9.66448877919231,213.52389221453686,6,1
13724,4.369387206600143,-3.038019132514035,576.5802535202117,3,1
8470,13.240302677919129,-10.579393218651626,341.97539048110593,8,1
17420,12.628718646045078,-4.881812051916415,118.93321221442177,3,1
2125,4.1452035669847325,-2.6083242048304105,750.5552835101911,2,1
10814,6.590656122789116,1.4803238870409907,129.23793702114847,3,0
8473,6.735420170095267,-5.8374355631436075,635.7491569936491,6,1
9077,14.695089359371817,-13.214088581086976,585.2744147145829,2,1
8570,3.5324866193045765,-3.177236307662945,971.933221520024,8,1
9166,12.18821159546695,-10.77121497759338,535.7918254128774,1,1
4100,5.678697998423539,0.9564631558472967,157.24129274001763,7,0
7283,11.232184840866246,-9.92253381746674,596.5191710258155,2,1
13726,6.880154060139279,-5.863687586135631,856.9865535544913,6,1
9646,9.097036683631561,-8.90784883971488,997.1643558532959,2,1
5471,12.656564826565836,-10.510983068587162,487.30885632016526,2,1
13990,12.258317909774378,-9.704919723148905,388.26886824706827,8,1
18089,13.129924569555802,-12.402686796804813,915.987967256799,2,1
13451,1.8346425548252263,1.7457277688655146,272.1179161685092,7,0
12812,10.688707742556428,-9.069241791102913,653.8860235296339,3,1
2490,2.9598232741046804,-1.2173807746721494,465.14298176285297,8,1
5799,6.821459952257754,-0.25894247224247136,136.97412845999975,7,1
13497,8.68023781076564,-5.353558543776481,412.559626875128,8,1
13972,6.638352786455631,-4.002573257332346,338.7056702524071,7,1
4880,8.274563461242105,-6.929180399235999,717.4820385491382,6,1
5257,14.951368323180668,-13.397633119715966,953.9114479227263,7,1
19597,2.893042391979966,1.8019528073854603,341.24246864077395,5,0
10895,10.456384634709957,-9.874271962448173,830.3193452365135,7,1
16741,6.5440135293986135,0.3554054948945578,149.82383524456856,1,0
6088,2.862137184702603,-1.5044898242404876,584.3089090358319,1,1
17850,3.2223146872403334,2.6246830121960154,163.49505733890513,9,0
5444,14.289823487438637,-13.58681187738821,940.6296920175754,5,1
13895,13.314420953964667,-12.610970678657155,789.7161525016512,5,1
17572,13.698587445810306,-12.274469864919498,692.1549200841331,3,1
4743,14.881458861583411,-14.430365598520403,841.5067434621978,5,1
10416,3.9164154601192513,-1.978384937660446,682.7678160131468,3,1
10484,5.976150723096865,-4.91989554512039,972.049957456862,9,1
2259,10.369066418948133,-8.811160314104333,742.5621530782944,9,1
9681,7.773235558049062,-6.933590345852711,932.1927486240221,6,1
2982,6.857453467296669,-5.27245458156378,565.4187028095741,1,1
1451,6.009357490698303,-0.9960299743302823,205.3579716836764,7,1
2579,9.312928847208331,-8.15691174101089,575.3599492807155,7,1
3217,9.058308000961148,-4.568454072437116,214.18554525678397,4,1
10192,3.260409676899361,-2.111046646647356,633.2441312587646,8,1
7811,7.604357725258147,-6.17783737546973,534.2437544748966,6,1
18949,8.7486048669379,-8.28910182251649,660.3178580495036,4,1
1268,8.984017142239466,0.8564005878649614,109.04228294934843,4,0
5990,3.9415007007729255,-0.6531136288650703,275.3564424898277,2,1
16034,11.391799491532016,-8.96576469872684,542.1973887209178,2,1
7145,1.3527873274949749,0.22823256560120608,955.4532054302214,4,0
5732,5.967645977604278,-4.364707176821529,445.2481363196426,5,1
11985,11.92297707949887,-10.39221332109279,481.9348234482712,8,1
6297,8.894500894775632,-6.268764523524184,743.2264801059599,6,1
12842,4.656274055152044,-2.2266005669029036,643.4134815575062,4,1
8538,10.729343670802669,-8.035322094783902,369.0335350884999,7,1
16502,8.943473218185026,-6.685925670118963,469.734756010685,8,1
13587,12.14741053238942,-9.08365415853176,295.92981897150923,2,1
5373,11.290352606657528,-10.042630883825655,969.4193132171877,7,1
1981,9.541510908507284,-5.30389988278913,217.57094340162377,2,1
10593,7.834487454351397,-6.549979063708736,434.6531061097775,2,1
14922,2.8645497593453277,4.587928535966999,123.25507499801007,8,0
16938,4.6586622503953725,-1.3103493521261806,299.6015427401918,2,1
8143,6.867392620839194,-6.186702335248865,802.4240245421395,9,1
16208,9.390190018089442,-5.865840594503313,281.0577090599915,1,1
11771,8.191909973014267,-2.917215186873274,172.05706227606902,9,1
17716,5.034583363433413,-3.5282554250980804,527.007861860071,1,1
13100,1.0905010090559477,8.512724668673497,108.97231126106665,2,0
11498,7.947349106611395,-2.151122502831275,176.28953898369986,6,1
14795,4.998763839871403,-3.7942062746905147,826.8632826066776,6,1
11182,11.28451620994749,-9.586105286249946,794.3260103736458,1,1
16880,1.3352477137867689,-0.01225285900534015,923.6249383644064,7,1
9019,9.187589358281071,-7.313644327790974,869.0638923196746,8,1
3800,14.180639325084915,-13.011689751805267,714.8580069158363,2,1
7222,3.4417297395609934,3.141569103690038,147.09957157059654,8,0
7718,7.603092870508335,-7.010737924060522,804.5637561879918,9,1
3554,2.2799078854399344,-1.332903733479498,860.9597297565044,6,1
14075,9.759546771658936,-8.056419852724618,819.173931194759,5,1
8470,8.70744352834716,-6.26414967833732,557.6311317772235,9,1
2643,6.703117338979653,-2.9931121814086032,309.61165478453347,9,1
10003,8.299278300632377,-8.034660118478632,860.796978119854,1,1
15649,13.552045218566143,-11.684997629090885,754.4465287661246,3,1
19422,3.7481202323549385,-3.649759511074451,982.6850569499665,9,1
12675,1.3159031638748613,3.297681980330568,240.1233379803396,2,0
8856,13.063308385787414,-9.94793906230064,303.0981247468495,4,1
15570,9.07963915343069,-5.287433367943301,290.6183348933524,4,1
1322,13.469218376465793,-12.905862479988459,813.2857908592031,2,1
17827,9.357233127784417,-5.043318836130659,268.21656680510637,3,1
14789,12.342255259435834,-6.824502265470032,159.9938468409755,3,1
6650,7.015427086972071,-6.348357588414857,998.7047259270657,1,1
4925,11.498039038035763,-3.8228435582506535,122.33549030063423,6,1
16532,13.782580536457983,-13.485627713175571,851.719654142979,8,1
2698,9.009721492110888,-6.630532159812099,428.8301573955875,3,1
3952,3.5309921078733133,-1.4617041113463571,857.4539137820337,5,1
9606,4.763166610422775,-1.7607063883348106,599.1584420900305,1,1
14359,3.781024076563681,-2.635315089977082,911.4681065377241,7,1
18192,4.45599838634026,-2.826505023427872,933.573687773164,1,1
9205,5.2898162909145094,4.069369299663939,108.1883631526984,9,0
10612,8.771873014544639,-2.565474897880519,167.87095839350945,8,1
5341,9.231882812493659,-6.329087658338486,325.3228566137699,7,1
15858,6.970996461386056,-5.449735108697446,702.3838747271515,7,1
1909,9.615890917491695,-8.23535481749787,899.4449768603554,5,1
5066,2.1420489585591227,-0.4855557645629227,513.9477561645665,5,1
11882,2.2290353188142396,-0.7204554718194573,646.2758046468389,5,1
18439,3.4056124450072183,0.2736853503748027,269.64986751600503,1,0
15096,8.253084972564826,-6.626983126547222,824.4701504935168,8,1
1304,3.99592550177639,-3.4986460568213618,970.5953002181228,1,1
13721,4.965981648896083,-2.065543324207605,341.7390396231377,4,1
1779,6.604379706421917,-3.8146698437348885,545.3433564404917,9,1
13692,12.366125736145317,-6.150435650859923,177.50449945573644,9,1
7583,1.1940699027800417,1.138281370178162,603.2229908166715,5,0
11593,10.091303483312714,-8.269149511553925,552.5050976620125,4,1
18271,10.364271434569595,-5.855811131297542,229.99283573956984,3,1
13380,12.181180924992912,-9.671464400518856,497.85959180626753,3,1
16017,14.058541146844385,-10.782744533494641,400.69418687790693,5,1
19563,1.2819298852900576,-0.5022606430625901,569.6477877746704,1,1
2606,3.152971877185027,-2.21602230613321,627.0889018859193,5,1
16586,13.406398116783903,-3.461968995952723,107.64602074648856,6,1
5331,7.419259870618215,-6.283665639417984,784.9053846545999,7,1
19652,8.90426894506849,-7.891898709864956,741.7128626755667,9,1
3686,10.282380852124064,-8.582027462214134,429.65774758586997,3,1
3073,10.506932462938924,-4.011316069325976,147.64234201193642,2,1
13308,14.044365646431114,-13.462576722132399,779.4392858065453,3,1
3099,14.957291843763375,-12.869706428638228,959.6576444303192,9,1
4533,11.082204453033164,-7.930231259040026,316.13643641981275,7,1
8928,5.021096928872112,-2.4936530018163796,391.1721523633341,9,1
1804,13.31653363212081,-9.255046362346596,265.43160053363346,2,1
18185,1.6890928035706625,0.4069559922717018,619.2425110103557,5,0
19425,4.235131940242947,0.41566753346271035,239.35725518270945,4,0
18935,13.563400044492008,-10.648889323222221,420.5745491152415,2,1
9133,4.586681202150969,-3.5271776801181094,727.3117125408367,9,1
11872,4.089114834704478,-2.582705178412237,604.1043847084136,9,1
9496,2.9337541039634614,-0.3161798047894378,447.81630789514173,6,1
16958,13.027564607056831,-11.200191650015126,478.22464162678773,6,1
5975,8.000815628675214,-6.352931018637401,605.8997943609065,8,1
7684,10.448504842758167,-0.7504852877907824,105.27825509844517,6,1
13375,4.346929377050415,1.9053054550669366,170.65888160824886,1,0
2122,11.612565894157031,-11.381751377217638,893.1322609867104,4,1
16488,11.64007762946938,-5.403502084799643,170.09109018216168,7,1
8541,5.376372348716202,-4.134766188764999,736.1232365894547,2,1
17225,6.74955686214396,-5.318281682612502,928.0343476981474,9,1
18958,3.935663884022812,-0.6369662660157522,343.615243871558,8,1
8492,14.67185432652066,-11.560784602863922,433.44229335356283,8,1
16146,10.038436078817762,-7.727800458873394,612.0292652602446,7,1
17529,14.083614330017218,-12.29118200615514,893.5380726747262,4,1
4763,5.247397610807864,-3.4703929436286916,947.7150285343781,2,1
14560,11.946472781956457,-10.494630001788872,765.6069233001413,3,1
15656,11.722021014386389,-6.086618243463204,177.95778476922465,6,1
9146,10.68317912613158,-8.822753447540636,702.2387399813657,5,1
12164,14.518945653735205,-12.021951010963592,469.2733496853959,8,1
3469,6.509774705488418,-4.754565673662158,523.6308995419554,6,1
3528,2.830042530256602,4.305568772388977,144.23355131065932,6,0
19565,10.403924029416851,-6.74440584667547,271.9559254117224,1,1
4129,11.210337206680887,-10.404960438576424,811.462246780283,4,1
3567,9.050848028423406,-6.439292740622806,508.5629497430738,5,1
6441,3.895450503867548,-1.1760319855505403,371.496017468034,3,1
18270,8.062383183370976,-4.793950336233742,445.6171665684623,9,1
19750,5.370656311967812,-5.0326009095297515,868.9595619931122,1,1
12055,6.984531394333647,-5.9710965430520835,774.0991156644612,6,1
13581,10.033060061825294,-7.118894284186467,345.0838574629745,6,1
7319,11.433006397671683,-6.004087656715552,205.75165619113596,5,1
11546,4.2511456726188035,-0.991420479656046,326.79839947966457,5,1
18217,6.674555049057346,-5.44252243197379,928.6808059492603,5,1
3211,4.768261993882809,-3.7278644503166833,623.4299540647798,6,1
5353,3.7808425940661676,-2.6355682205947426,580.1321878703045,8,1
8215,11.967421079941737,-10.235704137838047,636.7542397232154,2,1
9442,13.729537722117893,-12.082897752144452,429.42543917186373,6,1
16007,6.183250599584074,-5.239116319910992,826.3963182875615,1,1
16326,11.517904941232736,-9.516002811681322,570.9576243702248,4,1
2262,13.557934051101755,-9.172786524561083,205.073112491916,3,1
16350,12.845738947423243,-7.416828455096317,216.15861234615664,9,1
12612,3.5593874395491625,-1.232662921663695,583.1732318523566,3,1
13152,14.388086341187059,-14.113253329650188,942.9131962637553,6,1
6622,6.2734701660124745,-4.090767817785852,377.51690950857886,1,1
981,5.749369256433709,-5.759225167897369,882.5870519732964,6,1
15036,1.8740385818889247,-0.995792891914618,787.6860279209914,4,1
653,7.806431157468362,-4.327560698793089,323.03119861621616,8,1
8117,2.526190618973002,4.8022779800987925,132.7066734846182,9,0
2024,4.479557492983964,0.9683448056388072,191.66253862814446,4,0
2620,5.43719670474194,-4.874990311302548,755.6445404626962,6,1
15548,12.323568528883577,-8.349357028745352,279.702764236582,1,1
2843,13.256841105542552,-11.231011600103109,434.14382845485443,4,1
5636,5.234528444460576,-3.4153031378272205,551.5292494057824,7,1
1740,13.021773697424035,-11.740050977802134,752.9213516051466,1,1
560,13.001233123177075,-8.68425910171659,201.90810093321284,8,1
9630,11.70511330538823,-10.134487573287496,465.72976474971534,6,1
18523,3.0537315962125415,-0.7061294092733399,536.5656182284258,5,1
12812,10.664519856610205,-8.760704022431248,586.7443575743857,9,1
13850,14.230336904127963,-12.509890243716569,836.524577255695,2,1
12918,10.5555667027402,-6.464124683864104,254.5103755388952,5,1
1752,5.642635887509675,-4.3620213542543596,827.04830664396,6,1
8863,8.008110444031638,-7.489118777684494,723.5905849269869,7,1
10150,10.04015060691475,-8.509455062708296,600.2837327790635,5,1
19206,8.14798572219905,-6.791017037746788,729.5750833623147,9,1
16814,2.6793411842335777,0.42118457009505783,470.81596505649077,1,0
4590,5.368896625128289,-0.5722223919913028,224.5578273713121,7,1
7460,12.233544427750855,-10.035284806056845,699.1887162388306,7,1
3504,13.059852645337244,-11.013458610591973,572.20507601706,4,1
17213,2.9222004580179832,-1.7973297940491728,675.437320488498,9,1
4140,14.333414533582145,-11.800822949519338,404.198902925641,5,1
1841,5.603516649880531,-4.393916158856405,916.1799196058523,4,1
12355,10.272392342230079,-9.151216558407633,628.6328817180192,7,1
838,11.525552043393535,-6.063627456370465,176.86223586178644,4,1
6395,12.367247284930368,-10.489240790547955,504.8235916339858,3,1
12754,14.240495831163022,-12.15681771047264,780.720449269271,9,1
19592,5.380873672403516,-5.193830046865656,814.7211055590451,8,1
11844,13.019090363721762,-10.581781062067217,545.1373474873828,1,1
2250,2.8436166481068987,-2.2073748852658417,905.272813748171,7,1
2921,10.870572688950299,-8.62321443657673,340.9015934748678,9,1
7619,11.387688213195803,-8.667967825221492,469.5388275144399,8,1
5819,10.488125376818486,-9.021748211242901,908.737219512073,8,1
16396,4.532406305892142,-2.8021624432968433,906.631044824421,6,1
12418,13.222604058212847,-11.42782811916336,717.1414919422128,4,1
14349,3.36401848718553,-1.1887288432423329,873.0824924099982,8,1
5373,1.7508870812916317,4.087243970888313,179.8959402606094,3,0
5306,11.04450986856677,-9.984438770892819,878.4954785869987,9,1
9092,7.656660013258271,-4.911577914541204,388.5579158952041,2,1
12682,12.887372279421465,-8.426841972160073,260.4983611853947,2,1
17274,6.3675599748156255,-3.5870008118044314,315.4328527078417,7,1
12545,3.3559002391079797,-1.5817615354008385,476.17165721249836,4,1
4930,12.710190694578177,-9.797870934183784,326.0728041440205,8,1
9320,8.684734842961003,-7.163095403262556,388.51082741484913,9,1
4732,3.6487410934649684,0.9353654838923261,221.48063746447787,7,0
11622,11.085375980210241,-9.30036720564122,366.5590890030987,5,1
15523,8.155590938853008,-6.503191570156635,615.055433087801,8,1
8507,9.460381751364478,-7.018366525443192,497.6683372819576,4,1
18405,7.452576734892146,-5.26410667848497,412.04688511232007,2,1
9518,12.60192577345209,-10.4677069945563,771.8069159714025,6,1
2000,12.613878019562698,-12.238128276302456,904.1589742539861,9,1
7237,10.931443505541408,-9.055584240313282,781.1103006121573,1,1
3794,2.475619283550472,0.36946783914691417,398.80063190591125,7,0
19303,12.743954066656965,-12.303265936297798,769.9979510537983,9,1
19926,10.394181727460737,-4.815493506731206,236.78216422664607,9,1
4997,10.758338324060194,-6.187985656019747,217.28618928216184,3,1
18350,6.081759765654203,-4.087792541433272,411.064333332543,5,1
1114,13.309913786198093,-12.804168300322115,826.9321321396513,8,1
9874,11.155202403288005,-8.156854942050883,321.71342251807164,8,1
3167,2.5762665314087227,3.732376373548278,156.92806800881164,4,0
13909,6.708892481686277,-2.081718660425051,218.53858168571958,1,1
17014,13.409325067441983,-12.412577792149825,872.8704716766222,1,1
3483,1.660753823763306,0.14749458166217444,670.4049562725588,4,0
13151,14.459832674988693,-11.603761027125534,327.88104703297904,6,1
8730,10.508275956473879,-9.808441769786201,599.7662427953633,8,1
7140,9.839263687007273,-8.174274430605111,574.8216601828153,6,1
12279,4.78782959083188,-4.522066976242657,689.8923805965951,9,1
15817,4.483085042348479,-1.0790274420729613,309.8687989794547,9,1
17804,14.188815072840336,-13.539464620956393,877.9626884749579,2,1
8064,5.175814359277719,-2.4516494626926963,378.43170587201155,1,1
16020,11.857074154065991,-9.820190535793826,724.7184885786132,2,1
14237,6.503705174899109,1.7546158540533046,114.5121817349934,5,0
9823,2.9495569909858554,-0.1221449537943563,435.3914169047325,4,1
15729,1.1500141677350253,1.0340275785857351,416.53883616292745,4,0
12213,8.61960271821351,-6.045604336370028,589.135985724713,9,1
9002,14.660903459685057,-8.799819236056507,165.46263559947687,8,1
1045,6.167906713328863,-5.3552873239197645,811.1182363534974,6,1
4846,6.000692675902628,-2.278726134755706,296.0027215908117,1,1
10496,5.8172826498921895,-4.625404469957374,709.3340333938091,2,1
16275,8.287613722268018,-7.493110571562373,822.8909109196838,6,1
14419,7.1693083679401095,-5.75721668549046,605.6892606173618,2,1
4310,13.318804774178203,-12.036978320323877,766.7948860497869,5,1
7706,8.077291084128865,-5.968746699263987,695.674280993505,5,1
9505,8.108609734639963,-6.6945697987367465,419.97681743680687,6,1
16871,2.9372023260877924,-1.7178926849441207,827.9726851302088,6,1
12816,14.758353572745403,-11.707910306101514,365.2312328969752,6,1
18916,4.499620472163615,-2.7744746955942166,614.0916259763654,2,1
8936,2.0270969444344376,-0.07490851608761506,770.8579652273855,3,1
13484,10.284047485652923,-8.053956564794415,441.06031883125684,6,1
771,9.335129182196217,-6.7427751776427,372.49084685568255,8,1
18655,6.81203915589844,-4.568118679718934,513.4114091555405,1,1
11116,6.910691274329492,-5.665101225875688,836.1671449142383,1,1
4861,11.990894894650037,-11.118783198575361,936.9295868310983,2,1
7569,3.7399769613950866,-1.78864010850461,590.5750715739011,6,1
17804,12.483546465228457,-11.371623018860854,695.3195847912866,9,1
3930,10.082459594530254,-9.292693445078262,912.9462600150227,4,1
13176,6.865576832913341,-1.8299367695131417,188.69216627164815,3,1
11316,7.412400632174161,-3.4982655448546156,308.8707200795485,8,1
2550,4.593060900605341,-4.848573899161304,738.0100056264242,9,1
12192,11.529600657757648,-10.143263520568107,841.3700157210696,5,1
1665,8.180246392273748,-7.015434579749582,871.3261254975201,9,1
2533,5.491963598497811,-4.220896555161261,473.59645916943936,2,1
645,9.344701620653304,-3.6467826373608543,180.40591206268016,3,1
14769,14.940282328718522,-12.678128478499362,494.0033295696579,7,1
8332,7.093671915191754,-3.5485229642994147,307.66113118634837,7,1
14786,13.889679610900673,-12.453748714024353,362.07680949696174,6,1
3132,5.8302357589439255,-3.889243970717521,795.0408011537552,6,1
4994,1.7662578969498024,3.8181626709577015,167.97437742329817,2,0
15652,3.859389489158004,-2.332425854833595,844.8230957326319,6,1
9655,6.861732006587578,-4.428923493363122,484.90217724175216,4,1
10926,4.074889000323966,-2.9420408170216654,636.4575379905356,3,1
10733,1.0031785350555775,4.861483664268907,180.6870081121111,2,0
2328,13.81002152846538,-11.525209690848339,403.6231705215517,1,1
12760,12.814311757233007,-8.316909971717989,180.73082711336122,5,1
9630,11.39209124081726,-9.77236878519638,965.3893505929987,2,1
5305,3.349404339044401,-2.527057409158001,826.5354843936254,2,1
1306,2.6850900669398046,-1.165559656515369,513.6694789208142,7,1
8702,1.9464664926133641,1.1715875689734163,301.242293491304,8,0
2368,11.136408642820896,-9.936584510520142,940.109594724867,8,1
15061,14.003311449630393,-11.593736604084595,410.13693615427457,4,1
16012,7.027501492782518,-2.669935093125359,244.88598851863728,1,1
15399,2.6679694079446743,-1.6898548529186892,606.8479496085595,7,1
16720,8.173499490249492,-7.491392204495537,949.3967083103345,1,1
16434,5.883646704420822,3.725116218159701,103.44726145029031,4,0
5929,6.247548940899968,-2.117056839369189,314.3123589285989,8,1
9576,9.698628738179902,-8.696889067366405,944.6028763693669,2,1
4064,11.062053585670833,-6.582083785526552,253.97737017144584,6,1
1889,2.548450384224252,2.423305533958782,201.91910647583788,6,0
12093,1.4982632312906694,-0.10921945488676946,613.168494219824,9,1
7774,14.920624237600009,-13.901989968813515,875.6594409653469,5,1
17708,4.258196884817726,-2.453471722201805,529.3988359245335,4,1
19149,1.753627348718427,-0.44688825927531006,995.1078310160723,5,1
17820,3.6582546073428794,-1.5649825319987078,711.2545295841935,5,1
11245,1.545409848878499,4.634403581467596,166.66741648940297,8,0
14699,6.485352524640403,-4.885320717116661,993.5489185137778,8,1
16376,12.23362498231854,-10.575172718005541,467.10481310217136,2,1
18680,5.777422296608089,-3.19659936510146,358.66228046093426,7,1
8745,7.218567696297132,-5.919841189938422,602.0912652200971,8,1
7714,10.458214829944144,-7.62631490620298,373.8768326387779,6,1
1226,8.124516980978322,-2.6800710732238904,177.8117564081371,5,1
19620,13.06023960429854,-2.822272453939996,101.28550877125905,9,1
14332,13.124499450640592,-11.608330819081706,504.6250176282361,3,1
11862,1.138749736876151,0.05485537037695819,853.177080003933,4,0
18797,11.892648290764788,-9.923424254780672,615.0836670670689,9,1
